pollster,date,sampleSize,marginError,dvalue,rvalue,state,Year,Type
Gonzales Research***,2014-10-24,822.0,3.5,46.0,44.0,Maryland,2014,Governor
CBS News/NYT/YouGov,2014-10-23,1086.0,5.0,51.0,38.0,Maryland,2014,Governor
Baltimore Sun,2014-10-08,800.0,3.5,49.0,42.0,Maryland,2014,Governor
Washington Post*,2014-10-05,549.0,5.0,47.0,38.0,Maryland,2014,Governor
CBS News/NYT/YouGov,2014-10-01,1096.0,4.0,55.0,38.0,Maryland,2014,Governor
CBS News/NYT/YouGov,2014-09-02,1082.0,4.0,51.0,37.0,Maryland,2014,Governor
CBS News/NYT/YouGov,2014-07-24,,,52.0,39.0,Maryland,2014,Governor
Rasmussen Reports,2014-07-10,750.0,4.0,48.0,35.0,Maryland,2014,Governor
Washington Post,2014-06-08,,3.5,51.0,33.0,Maryland,2014,Governor
WPA Research (R)***,,504.0,4.4,39.0,44.0,Maryland,2014,Governor
rcp_average,2014-11-01,,,42.0,45.7,Massachusetts,2014,Governor
PPP (D)*,2014-11-01,887.0,3.3,42.0,46.0,Massachusetts,2014,Governor
Suffolk/Boston Herald*,2014-10-29,500.0,4.4,43.0,46.0,Massachusetts,2014,Governor
Boston Globe*,2014-10-29,600.0,4.0,37.0,44.0,Massachusetts,2014,Governor
Emerson College*,2014-10-29,627.0,3.9,42.0,48.0,Massachusetts,2014,Governor
Western NE University*,2014-10-30,430.0,5.0,41.0,46.0,Massachusetts,2014,Governor
UMass Amherst/WBZ*,2014-10-27,591.0,4.5,47.0,44.0,Massachusetts,2014,Governor
WBUR/MassINC*,2014-10-25,494.0,4.4,42.0,43.0,Massachusetts,2014,Governor
UMass Lowell/7News*,2014-10-25,601.0,4.5,41.0,45.0,Massachusetts,2014,Governor
Boston Globe*,2014-10-22,500.0,4.4,36.0,45.0,Massachusetts,2014,Governor
CBS News/NYT/YouGov,2014-10-23,2218.0,3.0,45.0,41.0,Massachusetts,2014,Governor
WBUR/MassINC*,2014-10-18,501.0,4.4,42.0,43.0,Massachusetts,2014,Governor
Boston Globe*,2014-10-14,400.0,4.9,41.0,41.0,Massachusetts,2014,Governor
Rasmussen Reports,2014-10-14,980.0,3.0,46.0,48.0,Massachusetts,2014,Governor
WBUR/MassINC*,2014-10-11,500.0,4.4,42.0,39.0,Massachusetts,2014,Governor
WGBH/Emerson*,2014-10-07,500.0,4.3,39.0,45.0,Massachusetts,2014,Governor
Boston Globe*,2014-10-07,400.0,4.9,39.0,34.0,Massachusetts,2014,Governor
WBUR/MassINC*,2014-10-04,504.0,4.4,41.0,39.0,Massachusetts,2014,Governor
UMass Amherst/WBZ*,2014-10-02,414.0,5.5,48.0,44.0,Massachusetts,2014,Governor
Boston Globe*,2014-09-30,401.0,4.9,36.0,39.0,Massachusetts,2014,Governor
CBS News/NYT/YouGov,2014-10-01,2389.0,2.0,47.0,41.0,Massachusetts,2014,Governor
WBUR/MassINC*,2014-09-27,503.0,4.4,44.0,41.0,Massachusetts,2014,Governor
Suffolk/Boston Herald*,2014-09-28,500.0,4.4,44.0,43.0,Massachusetts,2014,Governor
Western NE University*,2014-09-28,416.0,5.0,43.0,44.0,Massachusetts,2014,Governor
Boston Globe*,2014-09-23,400.0,4.9,38.0,40.0,Massachusetts,2014,Governor
UMass Amherst/WBZ*,2014-09-23,440.0,,45.0,46.0,Massachusetts,2014,Governor
WBUR/MassINC*,2014-09-21,502.0,4.4,46.0,36.0,Massachusetts,2014,Governor
Rasmussen Reports,2014-09-17,750.0,4.0,42.0,42.0,Massachusetts,2014,Governor
Boston Globe*,2014-09-16,407.0,4.9,39.0,36.0,Massachusetts,2014,Governor
WBUR/MassINC*,2014-09-14,504.0,4.4,44.0,35.0,Massachusetts,2014,Governor
WBUR/MassINC*,2014-09-07,500.0,4.4,39.0,34.0,Massachusetts,2014,Governor
CBS News/NYT/YouGov,2014-09-02,3361.0,2.0,43.0,35.0,Massachusetts,2014,Governor
WBUR/MassINC*,2014-08-31,700.0,3.7,40.0,31.0,Massachusetts,2014,Governor
UMass Lowell/7News*,2014-08-31,,2.9,41.0,32.0,Massachusetts,2014,Governor
Boston Globe*,2014-08-26,605.0,4.0,37.0,38.0,Massachusetts,2014,Governor
Boston Globe*,2014-08-19,605.0,4.0,41.0,34.0,Massachusetts,2014,Governor
Boston Globe*,2014-08-12,606.0,4.0,40.0,32.0,Massachusetts,2014,Governor
Boston Globe*,2014-08-05,605.0,4.0,42.0,31.0,Massachusetts,2014,Governor
Mass Insight/Opinion Dynamics,2014-08-03,,,44.0,41.0,Massachusetts,2014,Governor
Boston Globe*,2014-07-29,601.0,4.0,42.0,32.0,Massachusetts,2014,Governor
CBS News/NYT/YouGov,2014-07-24,,,51.0,36.0,Massachusetts,2014,Governor
Boston Globe*,2014-07-22,625.0,3.9,38.0,33.0,Massachusetts,2014,Governor
Boston Globe*,2014-07-15,605.0,4.0,39.0,36.0,Massachusetts,2014,Governor
Boston Globe*,2014-07-08,604.0,4.0,40.0,35.0,Massachusetts,2014,Governor
Boston Globe*,2014-07-01,601.0,4.0,40.0,31.0,Massachusetts,2014,Governor
WBUR/MassINC*,2014-06-29,502.0,4.4,41.0,28.0,Massachusetts,2014,Governor
Boston Globe*,2014-06-24,604.0,3.9,41.0,30.0,Massachusetts,2014,Governor
Boston Globe*,2014-06-17,630.0,3.9,43.0,30.0,Massachusetts,2014,Governor
Boston Globe*,2014-06-10,697.0,3.7,42.0,31.0,Massachusetts,2014,Governor
Suffolk/Boston Herald*,2014-06-07,800.0,3.5,36.0,29.0,Massachusetts,2014,Governor
Boston Globe*,2014-06-03,602.0,4.0,37.0,32.0,Massachusetts,2014,Governor
WBUR/MassINC*,2014-05-18,503.0,4.4,39.0,30.0,Massachusetts,2014,Governor
Western NE University**,2014-04-07,,5.0,54.0,25.0,Massachusetts,2014,Governor
UMass Poll,2014-04-06,,5.9,45.0,34.0,Massachusetts,2014,Governor
WBUR/MassINC*,2014-03-16,500.0,4.4,41.0,26.0,Massachusetts,2014,Governor
Suffolk/Boston Herald*,2014-02-03,600.0,4.0,44.0,31.0,Massachusetts,2014,Governor
Purple Strategies,2014-01-23,500.0,4.4,46.0,36.0,Massachusetts,2014,Governor
WBUR/MassINC*,2014-01-19,,4.4,39.0,29.0,Massachusetts,2014,Governor
Western NE University,2014-10-07,,5.0,54.0,34.0,Massachusetts,2014,Governor
PPP (D),2014-09-23,,4.0,51.0,38.0,Massachusetts,2014,Governor
PPP (D),2014-06-24,,3.3,47.0,34.0,Massachusetts,2014,Governor
rcp_average,,,,42.0,45.7,Massachusetts,2014,Governor
rcp_average,2014-11-03,,,44.3,46.3,Michigan,2014,Governor
FOX 2 Detroit/Mitchell*,2014-11-03,1310.0,2.7,47.0,49.0,Michigan,2014,Governor
PPP (D)*,2014-11-02,914.0,3.2,45.0,46.0,Michigan,2014,Governor
EPIC-MRA,2014-10-28,600.0,4.0,43.0,45.0,Michigan,2014,Governor
Detroit News,2014-10-24,600.0,4.0,40.0,45.0,Michigan,2014,Governor
Rasmussen Reports,2014-10-22,1000.0,3.0,46.0,49.0,Michigan,2014,Governor
CBS News/NYT/YouGov,2014-10-23,2394.0,3.0,45.0,44.0,Michigan,2014,Governor
FOX 2 Detroit/Mitchell*,2014-11-02,1224.0,2.8,47.0,47.0,Michigan,2014,Governor
FOX 2 Detroit/Mitchell*,2014-10-27,1159.0,2.9,43.0,48.0,Michigan,2014,Governor
EPIC-MRA,2014-10-19,600.0,4.0,39.0,47.0,Michigan,2014,Governor
FOX 2 Detroit/Mitchell*,2014-10-19,919.0,3.2,46.0,48.0,Michigan,2014,Governor
FOX 2 Detroit/Mitchell*,2014-10-12,1340.0,2.7,44.0,47.0,Michigan,2014,Governor
FOX 2 Detroit/Mitchell*,2014-10-09,1306.0,2.7,46.0,47.0,Michigan,2014,Governor
Detroit News*,2014-10-04,600.0,4.0,37.0,45.0,Michigan,2014,Governor
MRG (R),2014-10-01,600.0,4.0,41.0,46.0,Michigan,2014,Governor
CBS News/NYT/YouGov,2014-10-01,2560.0,2.0,46.0,44.0,Michigan,2014,Governor
FOX 2 Detroit/Mitchell*,2014-09-29,1178.0,2.9,42.0,46.0,Michigan,2014,Governor
EPIC-MRA*,2014-09-29,600.0,4.0,39.0,45.0,Michigan,2014,Governor
Target-Insyght/MIRS,2014-09-24,600.0,4.0,40.0,41.0,Michigan,2014,Governor
WeAskAmerica*,2014-09-19,1182.0,3.0,43.0,43.0,Michigan,2014,Governor
Rasmussen Reports,2014-09-18,750.0,4.0,41.0,47.0,Michigan,2014,Governor
Mitchell Research*,2014-09-14,829.0,3.4,41.0,46.0,Michigan,2014,Governor
Vanguard/Denno Research (D),2014-09-13,600.0,4.0,40.0,43.0,Michigan,2014,Governor
USA Today/Suffolk*,2014-09-10,500.0,4.4,45.0,43.0,Michigan,2014,Governor
PPP (D),2014-09-07,687.0,3.7,44.0,46.0,Michigan,2014,Governor
Detroit News,2014-09-05,600.0,4.0,42.0,44.0,Michigan,2014,Governor
CBS News/NYT/YouGov,2014-09-02,2897.0,3.0,43.0,44.0,Michigan,2014,Governor
Mitchell Research,2014-08-27,1004.0,3.1,46.0,47.0,Michigan,2014,Governor
EPIC-MRA,2014-08-25,600.0,4.0,45.0,43.0,Michigan,2014,Governor
Mitchell Research,2014-08-05,626.0,5.0,42.0,47.0,Michigan,2014,Governor
Rasmussen Reports,2014-07-29,750.0,4.0,42.0,45.0,Michigan,2014,Governor
MRG (R),2014-07-30,600.0,4.0,44.0,45.0,Michigan,2014,Governor
CBS News/NYT/YouGov,2014-07-24,,,43.0,46.0,Michigan,2014,Governor
EPIC-MRA,2014-07-15,600.0,4.0,43.0,46.0,Michigan,2014,Governor
Mitchell Research,2014-07-17,600.0,4.0,39.0,43.0,Michigan,2014,Governor
Vanguard/Denno Research (D),2014-07-11,600.0,4.0,35.0,43.0,Michigan,2014,Governor
NBC News/Marist,2014-07-10,,3.3,44.0,46.0,Michigan,2014,Governor
PPP (D),2014-06-29,,4.1,40.0,40.0,Michigan,2014,Governor
Mitchell Research,2014-06-06,961.0,3.2,41.0,46.0,Michigan,2014,Governor
Detroit News,2014-05-22,600.0,4.0,35.0,45.0,Michigan,2014,Governor
EPIC-MRA,2014-05-20,600.0,4.0,38.0,47.0,Michigan,2014,Governor
CEA/Hickman Analytics (D),2014-04-30,502.0,4.4,37.0,48.0,Michigan,2014,Governor
Magellan Strategies (R),2014-04-15,875.0,3.3,42.0,45.0,Michigan,2014,Governor
Mitchell Research,2014-04-09,1460.0,2.6,37.0,49.0,Michigan,2014,Governor
PPP (D),2014-04-06,,3.4,39.0,43.0,Michigan,2014,Governor
MRG (R),2014-03-28,600.0,4.1,39.0,47.0,Michigan,2014,Governor
LEu0026amp;A/Denno Research (D),2014-03-10,600.0,4.0,39.0,42.0,Michigan,2014,Governor
EPIC-MRA,2014-02-11,600.0,4.0,39.0,47.0,Michigan,2014,Governor
Harper (R),2014-01-08,1004.0,3.1,35.0,47.0,Michigan,2014,Governor
PPP (D),2014-12-08,,3.0,40.0,44.0,Michigan,2014,Governor
LEu0026amp;A/Denno Research (D),2014-11-14,600.0,4.0,31.0,45.0,Michigan,2014,Governor
Inside Michigan Politics,2014-10-29,794.0,4.0,34.0,36.0,Michigan,2014,Governor
EPIC-MRA,2014-09-10,600.0,4.0,36.0,44.0,Michigan,2014,Governor
LEu0026amp;A/Denno Research (D),2014-07-24,600.0,4.0,37.0,43.0,Michigan,2014,Governor
PPP (D),2014-06-02,,3.7,42.0,38.0,Michigan,2014,Governor
EPIC-MRA,2014-05-15,600.0,4.0,39.0,39.0,Michigan,2014,Governor
EPIC-MRA,2014-04-16,,4.0,39.0,38.0,Michigan,2014,Governor
PPP (D),2014-03-04,,3.7,40.0,36.0,Michigan,2014,Governor
PPP (D),2014-12-16,,3.8,44.0,39.0,Michigan,2014,Governor
rcp_average,,,,44.3,46.3,Michigan,2014,Governor
rcp_average,2014-10-30,,,47.3,40.3,Minnesota,2014,Governor
KSTP/SurveyUSA*,2014-10-30,596.0,4.1,47.0,42.0,Minnesota,2014,Governor
Star Tribune/Mason-Dixon*,2014-10-22,800.0,3.5,45.0,38.0,Minnesota,2014,Governor
CBS News/NYT/YouGov,2014-10-23,2430.0,3.0,50.0,41.0,Minnesota,2014,Governor
KSTP/SurveyUSA*,2014-10-16,597.0,4.1,50.0,40.0,Minnesota,2014,Governor
KSTP/SurveyUSA*,2014-10-02,577.0,4.1,51.0,39.0,Minnesota,2014,Governor
CBS News/NYT/YouGov,2014-10-01,2562.0,2.0,49.0,42.0,Minnesota,2014,Governor
Rasmussen Reports,2014-09-30,750.0,4.0,50.0,40.0,Minnesota,2014,Governor
Star Tribune/Mason-Dixon*,2014-09-10,800.0,3.5,45.0,33.0,Minnesota,2014,Governor
CBS News/NYT/YouGov,2014-09-02,3607.0,2.0,48.0,41.0,Minnesota,2014,Governor
KSTP/SurveyUSA*,2014-08-21,600.0,4.1,49.0,40.0,Minnesota,2014,Governor
Rasmussen Reports,2014-08-14,750.0,4.0,49.0,41.0,Minnesota,2014,Governor
PPP (D),2014-06-15,,3.9,47.0,36.0,Minnesota,2014,Governor
KSTP/SurveyUSA*,2014-06-09,1017.0,3.1,46.0,40.0,Minnesota,2014,Governor
Suffolk,2014-04-28,800.0,3.5,44.0,30.0,Minnesota,2014,Governor
KSTP/SurveyUSA,2014-02-27,,4.3,52.0,34.0,Minnesota,2014,Governor
PPP (D),2014-10-29,,3.3,48.0,37.0,Minnesota,2014,Governor
PPP (D),2014-05-19,,3.7,52.0,34.0,Minnesota,2014,Governor
PPP (D),2014-01-20,,3.0,53.0,29.0,Minnesota,2014,Governor
rcp_average,,,,47.3,40.3,Minnesota,2014,Governor
CBS News/NYT/YouGov,2014-10-23,681.0,5.0,35.0,55.0,Nebraksa,2014,Governor
CBS News/NYT/YouGov,2014-10-01,721.0,4.0,35.0,55.0,Nebraksa,2014,Governor
CBS News/NYT/YouGov,2014-09-02,987.0,4.0,34.0,54.0,Nebraksa,2014,Governor
CBS News/NYT/YouGov,2014-07-24,,,41.0,49.0,Nebraksa,2014,Governor
Rasmussen Reports,2014-05-15,750.0,4.0,40.0,47.0,Nebraksa,2014,Governor
CBS News/NYT/YouGov,,681.0,5.0,35.0,55.0,Nebraksa,2014,Governor
rcp_average,2014-10-23,,,30.0,54.7,Nevada,2014,Governor
CBS News/NYT/YouGov,2014-10-23,1314.0,4.0,28.0,53.0,Nevada,2014,Governor
Harper (R),2014-07-29,602.0,4.0,34.0,56.0,Nevada,2014,Governor
Rasmussen Reports,2014-06-18,750.0,4.0,28.0,55.0,Nevada,2014,Governor
CBS News/NYT/YouGov,2014-10-01,1502.0,3.0,25.0,56.0,Nevada,2014,Governor
CBS News/NYT/YouGov,2014-09-02,2018.0,3.0,29.0,51.0,Nevada,2014,Governor
CBS News/NYT/YouGov,2014-07-24,,,33.0,57.0,Nevada,2014,Governor
rcp_average,,,,30.0,54.7,Nevada,2014,Governor
rcp_average,2014-11-03,,,49.2,45.7,New Hampshire,2014,Governor
PPP (D),2014-11-03,1690.0,2.4,51.0,46.0,New Hampshire,2014,Governor
New England College,2014-11-01,1526.0,2.5,51.0,44.0,New Hampshire,2014,Governor
WMUR/UNH,2014-11-02,757.0,3.6,50.0,49.0,New Hampshire,2014,Governor
Rasmussen Reports,2014-10-30,940.0,3.0,51.0,42.0,New Hampshire,2014,Governor
ARG,2014-10-29,600.0,4.0,48.0,46.0,New Hampshire,2014,Governor
Vox Populi (R),2014-10-28,638.0,3.9,44.0,47.0,New Hampshire,2014,Governor
WMUR/UNH,2014-10-26,555.0,4.2,52.0,37.0,New Hampshire,2014,Governor
New England College,2014-10-24,1132.0,2.9,47.0,47.0,New Hampshire,2014,Governor
ARG,2014-10-22,600.0,4.0,53.0,43.0,New Hampshire,2014,Governor
CBS News/NYT/YouGov,2014-10-23,1042.0,4.0,47.0,38.0,New Hampshire,2014,Governor
CNN/Opinion Research,2014-10-21,645.0,4.0,51.0,45.0,New Hampshire,2014,Governor
UMass Lowell/7News,2014-10-21,643.0,4.5,49.0,45.0,New Hampshire,2014,Governor
Suffolk/Boston Herald,2014-10-19,500.0,4.4,49.0,39.0,New Hampshire,2014,Governor
New England College,2014-10-16,921.0,3.2,51.0,43.0,New Hampshire,2014,Governor
New England College,2014-10-09,1081.0,3.0,49.0,44.0,New Hampshire,2014,Governor
High Point/SurveyUSA,2014-10-08,824.0,3.5,50.0,42.0,New Hampshire,2014,Governor
WMUR/UNH,2014-10-05,532.0,4.2,46.0,36.0,New Hampshire,2014,Governor
New England College,2014-10-03,1286.0,2.7,51.0,41.0,New Hampshire,2014,Governor
CBS News/NYT/YouGov,2014-10-01,1260.0,3.0,49.0,39.0,New Hampshire,2014,Governor
ARG,2014-09-29,600.0,4.0,55.0,40.0,New Hampshire,2014,Governor
New England College,2014-09-26,1331.0,2.7,48.0,44.0,New Hampshire,2014,Governor
New England College,2014-09-20,1494.0,2.5,52.0,40.0,New Hampshire,2014,Governor
Vox Populi (R),2014-09-16,,4.2,47.0,43.0,New Hampshire,2014,Governor
ARG,2014-09-15,,,51.0,39.0,New Hampshire,2014,Governor
New England College,2014-09-11,630.0,4.0,51.0,36.0,New Hampshire,2014,Governor
Rasmussen Reports,2014-09-11,750.0,4.0,51.0,40.0,New Hampshire,2014,Governor
CBS News/NYT/YouGov,2014-09-02,1159.0,4.0,51.0,34.0,New Hampshire,2014,Governor
WMUR/UNH,2014-08-17,609.0,4.0,49.0,32.0,New Hampshire,2014,Governor
CBS News/NYT/YouGov,2014-07-24,,,53.0,38.0,New Hampshire,2014,Governor
WMUR/UNH,2014-07-01,509.0,4.3,57.0,31.0,New Hampshire,2014,Governor
ARG,2014-06-18,,4.2,45.0,32.0,New Hampshire,2014,Governor
Suffolk/Boston Herald*,2014-06-18,800.0,3.5,51.0,19.0,New Hampshire,2014,Governor
Vox Populi (R),2014-05-15,,3.6,43.0,30.0,New Hampshire,2014,Governor
Dartmouth,2014-04-25,,4.8,40.0,19.0,New Hampshire,2014,Governor
WMUR/UNH,2014-04-09,387.0,5.0,49.0,19.0,New Hampshire,2014,Governor
rcp_average,,,,49.2,45.7,New Hampshire,2014,Governor
rcp_average,2014-10-23,,,37.7,51.0,New Mexico,2014,Governor
Albuquerque Journal,2014-10-23,614.0,4.0,38.0,53.0,New Mexico,2014,Governor
CBS News/NYT/YouGov,2014-10-23,962.0,6.0,38.0,50.0,New Mexico,2014,Governor
Rasmussen Reports,2014-09-23,830.0,4.0,37.0,50.0,New Mexico,2014,Governor
CBS News/NYT/YouGov,2014-10-01,1093.0,4.0,41.0,48.0,New Mexico,2014,Governor
Albuquerque Journal,2014-09-11,603.0,4.0,36.0,54.0,New Mexico,2014,Governor
CBS News/NYT/YouGov,2014-09-02,1096.0,4.0,43.0,48.0,New Mexico,2014,Governor
Albuquerque Journal,2014-08-14,606.0,4.0,41.0,50.0,New Mexico,2014,Governor
CBS News/NYT/YouGov,2014-07-24,,,44.0,51.0,New Mexico,2014,Governor
Rasmussen Reports,2014-07-22,860.0,4.0,43.0,43.0,New Mexico,2014,Governor
PPP (D),2014-03-23,,3.8,42.0,47.0,New Mexico,2014,Governor
rcp_average,,,,37.7,51.0,New Mexico,2014,Governor
rcp_average,2014-10-28,,,55.3,32.0,New York,2014,Governor
NBC NY/WSJ/Marist*,2014-10-28,503.0,4.4,56.0,30.0,New York,2014,Governor
CBS News/NYT/YouGov,2014-10-23,4506.0,2.0,56.0,31.0,New York,2014,Governor
Siena*,2014-10-20,748.0,3.6,54.0,33.0,New York,2014,Governor
Quinnipiac,2014-10-06,1153.0,2.9,55.0,34.0,New York,2014,Governor
CBS News/NYT/YouGov,2014-10-01,5122.0,2.0,57.0,30.0,New York,2014,Governor
Rasmussen Reports,2014-09-23,825.0,4.0,49.0,32.0,New York,2014,Governor
Siena*,2014-09-23,809.0,3.4,56.0,27.0,New York,2014,Governor
NBC NY/WSJ/Marist*,2014-09-21,517.0,4.3,54.0,29.0,New York,2014,Governor
CBS News/NYT/YouGov,2014-09-02,5645.0,2.0,52.0,28.0,New York,2014,Governor
Quinnipiac,2014-08-17,,3.1,56.0,28.0,New York,2014,Governor
Siena*,2014-08-07,863.0,3.3,58.0,26.0,New York,2014,Governor
NBC NY/WSJ/Marist*,2014-07-31,,3.4,54.0,23.0,New York,2014,Governor
CBS News/NYT/YouGov,2014-07-24,,,56.0,32.0,New York,2014,Governor
Siena*,2014-07-16,774.0,3.5,60.0,23.0,New York,2014,Governor
NBC NY/WSJ/Marist*,2014-07-01,,3.8,59.0,24.0,New York,2014,Governor
Siena*,2014-06-12,,3.4,57.0,21.0,New York,2014,Governor
Quinnipiac,2014-05-19,,2.9,57.0,28.0,New York,2014,Governor
Siena,2014-04-17,,3.5,58.0,28.0,New York,2014,Governor
Siena,2014-03-20,,3.4,61.0,26.0,New York,2014,Governor
NBC NY/WSJ/Marist,2014-03-03,,3.8,65.0,25.0,New York,2014,Governor
Siena,2014-02-20,,3.5,64.0,22.0,New York,2014,Governor
Quinnipiac,2014-02-10,,2.5,58.0,24.0,New York,2014,Governor
Siena,2014-01-16,,3.4,67.0,19.0,New York,2014,Governor
Quinnipiac,2014-11-24,,2.7,56.0,25.0,New York,2014,Governor
NBC NY/WSJ/Marist,2014-11-20,,5.4,65.0,23.0,New York,2014,Governor
Siena,2014-11-14,,3.5,63.0,24.0,New York,2014,Governor
rcp_average,,,,55.3,32.0,New York,2014,Governor
rcp_average,2014-10-31,,,35.0,55.7,Ohio,2014,Governor
FOX News,2014-10-30,803.0,3.0,36.0,51.0,Ohio,2014,Governor
Columbus Dispatch*,2014-10-31,1009.0,3.3,34.0,62.0,Ohio,2014,Governor
CBS News/NYT/YouGov,2014-10-23,2728.0,3.0,35.0,54.0,Ohio,2014,Governor
CBS News/NYT/YouGov,2014-10-01,3082.0,2.0,36.0,52.0,Ohio,2014,Governor
Quinnipiac,2014-09-29,999.0,3.1,35.0,57.0,Ohio,2014,Governor
Columbus Dispatch*,2014-09-12,,2.7,29.0,59.0,Ohio,2014,Governor
Rasmussen Reports,2014-09-09,780.0,4.0,30.0,50.0,Ohio,2014,Governor
CBS News/NYT/YouGov,2014-09-02,2978.0,3.0,37.0,50.0,Ohio,2014,Governor
Quinnipiac,2014-07-28,,2.7,36.0,48.0,Ohio,2014,Governor
CBS News/NYT/YouGov,2014-07-24,,,43.0,49.0,Ohio,2014,Governor
Quinnipiac,2014-05-12,,2.9,35.0,50.0,Ohio,2014,Governor
Rasmussen Reports,2014-05-08,750.0,4.0,38.0,45.0,Ohio,2014,Governor
SurveyUSA*,2014-04-28,618.0,4.0,36.0,46.0,Ohio,2014,Governor
Magellan Strategies (R),2014-04-15,857.0,3.4,41.0,47.0,Ohio,2014,Governor
Quinnipiac,2014-02-17,,2.7,38.0,43.0,Ohio,2014,Governor
Quinnipiac,2014-11-24,,2.7,37.0,44.0,Ohio,2014,Governor
PPP (D),2014-08-19,,4.2,38.0,35.0,Ohio,2014,Governor
Quinnipiac,2014-06-23,,3.2,33.0,47.0,Ohio,2014,Governor
Quinnipiac,2014-04-15,,2.9,37.0,46.0,Ohio,2014,Governor
Quinnipiac,2014-02-26,,3.1,35.0,45.0,Ohio,2014,Governor
rcp_average,,,,35.0,55.7,Ohio,2014,Governor
rcp_average,2014-10-29,,,34.3,49.3,Oklahoma,2014,Governor
Sooner Poll/News 9/News on 6*,2014-10-29,949.0,3.2,40.0,48.0,Oklahoma,2014,Governor
CBS News/NYT/YouGov,2014-10-23,995.0,5.0,32.0,56.0,Oklahoma,2014,Governor
Cole Hargrave Snodgrass u0026amp; Associates (R)*,2014-07-25,,4.3,31.0,44.0,Oklahoma,2014,Governor
CBS News/NYT/YouGov,2014-10-01,1244.0,3.0,33.0,58.0,Oklahoma,2014,Governor
Sooner Poll/News 9/News on 6*,2014-09-29,400.0,4.9,36.0,50.0,Oklahoma,2014,Governor
CBS News/NYT/YouGov,2014-09-02,821.0,5.0,35.0,53.0,Oklahoma,2014,Governor
Sooner Poll/News 9/News on 6*,2014-08-30,603.0,4.0,32.0,50.0,Oklahoma,2014,Governor
CBS News/NYT/YouGov,2014-07-24,,,40.0,49.0,Oklahoma,2014,Governor
Rasmussen Reports,2014-07-16,750.0,4.0,40.0,45.0,Oklahoma,2014,Governor
rcp_average,,,,34.3,49.3,Oklahoma,2014,Governor
rcp_average,2014-10-27,,,47.7,40.0,Oregon,2014,Governor
The Oregonian/Elway,2014-10-27,403.0,5.0,45.0,38.0,Oregon,2014,Governor
SurveyUSA,2014-10-27,552.0,4.3,50.0,40.0,Oregon,2014,Governor
CBS News/NYT/YouGov,2014-10-23,1421.0,4.0,48.0,42.0,Oregon,2014,Governor
SurveyUSA,2014-10-19,561.0,4.2,51.0,38.0,Oregon,2014,Governor
CBS News/NYT/YouGov,2014-10-01,1508.0,3.0,49.0,42.0,Oregon,2014,Governor
SurveyUSA,2014-09-24,568.0,4.2,50.0,38.0,Oregon,2014,Governor
Rasmussen Reports,2014-09-03,750.0,4.0,48.0,38.0,Oregon,2014,Governor
CBS News/NYT/YouGov,2014-09-02,1541.0,4.0,48.0,42.0,Oregon,2014,Governor
SurveyUSA,2014-08-05,564.0,4.2,48.0,36.0,Oregon,2014,Governor
CBS News/NYT/YouGov,2014-07-24,,,52.0,42.0,Oregon,2014,Governor
SurveyUSA,2014-06-09,560.0,4.2,48.0,35.0,Oregon,2014,Governor
PPP (D),2014-05-27,,3.2,49.0,36.0,Oregon,2014,Governor
DHM Research/OPB,2014-05-02,,4.9,48.0,36.0,Oregon,2014,Governor
Vox Populi/Daily Caller (R),2014-04-30,,3.9,44.0,44.0,Oregon,2014,Governor
Harper (R),2014-04-02,670.0,3.9,46.0,43.0,Oregon,2014,Governor
rcp_average,,,,47.7,40.0,Oregon,2014,Governor
rcp_average,2014-10-29,,,51.2,40.2,Pennsylvania,2014,Governor
Morning Call,2014-10-29,409.0,5.0,51.0,39.0,Pennsylvania,2014,Governor
Magellan (R),2014-10-28,1433.0,2.6,50.0,43.0,Pennsylvania,2014,Governor
Harper (R),2014-10-27,680.0,3.8,50.0,40.0,Pennsylvania,2014,Governor
Franklin u0026amp; Marshall,2014-10-26,326.0,5.1,53.0,40.0,Pennsylvania,2014,Governor
CBS News/NYT/YouGov,2014-10-23,3111.0,3.0,52.0,39.0,Pennsylvania,2014,Governor
Magellan (R),2014-10-14,1131.0,2.9,49.0,42.0,Pennsylvania,2014,Governor
Quinnipiac,2014-10-05,907.0,3.3,55.0,38.0,Pennsylvania,2014,Governor
CBS News/NYT/YouGov,2014-10-01,3283.0,2.0,50.0,41.0,Pennsylvania,2014,Governor
Mercyhurst University,2014-09-24,,4.5,43.0,28.0,Pennsylvania,2014,Governor
Franklin u0026amp; Marshall,2014-09-22,231.0,6.4,57.0,37.0,Pennsylvania,2014,Governor
Magellan (R),2014-09-18,1120.0,2.9,49.0,40.0,Pennsylvania,2014,Governor
Morning Call,2014-09-18,429.0,5.0,54.0,33.0,Pennsylvania,2014,Governor
Quinnipiac,2014-09-08,1161.0,2.9,59.0,35.0,Pennsylvania,2014,Governor
Harper (R),2014-09-03,665.0,3.2,52.0,41.0,Pennsylvania,2014,Governor
CBS News/NYT/YouGov,2014-09-02,3560.0,2.0,50.0,39.0,Pennsylvania,2014,Governor
Franklin u0026amp; Marshall,2014-08-25,,4.3,49.0,24.0,Pennsylvania,2014,Governor
Magellan (R),2014-07-31,1214.0,2.8,50.0,38.0,Pennsylvania,2014,Governor
CBS News/NYT/YouGov,2014-07-24,,,52.0,39.0,Pennsylvania,2014,Governor
Franklin u0026amp; Marshall,2014-06-29,,4.4,47.0,25.0,Pennsylvania,2014,Governor
