index,pollster,date,sampleSize,marginError,dvalue,rvalue,state,type,year,winner,Type,level_0
2,The Hill/Emerson*,10/19/2022,1000,3,44,53,Texas,governor,2022,R,governor,
3,Spectrum News/Siena,10/19/2022,649,5.1,43,52,Texas,governor,2022,R,governor,
5,University of Houston*,10/26/2022,1200,2.8,40,53,Texas,governor,2022,R,governor,
6,The Hill/Emerson*,10/19/2022,1000,3,44,53,Texas,governor,2022,R,governor,
8,Univision/Shaw u0026amp; Co.,10/18/2022,1400,2.6,42,46,Texas,governor,2022,R,governor,
9,University of Texas*,10/17/2022,883,3.3,43,54,Texas,governor,2022,R,governor,
10,Marist,10/6/2022,898,4.8,44,52,Texas,governor,2022,R,governor,
11,Quinnipiac,9/26/2022,1327,2.7,46,53,Texas,governor,2022,R,governor,
12,The Hill/Emerson*,9/22/2022,1000,3,42,50,Texas,governor,2022,R,governor,
13,Spectrum News/Siena,9/18/2022,651,4.4,43,50,Texas,governor,2022,R,governor,
14,KHOU-TV/TXHPF*,9/15/2022,1172,2.9,43,53,Texas,governor,2022,R,governor,
15,Dallas Morning News*,9/13/2022,1124,3.1,39,50,Texas,governor,2022,R,governor,
16,University of Texas*,9/6/2022,1200,2.8,40,45,Texas,governor,2022,R,governor,
17,University of Houston*,8/29/2022,1312,2.7,42,49,Texas,governor,2022,R,governor,
18,Dallas Morning News*,8/7/2022,965,,41,51,Texas,governor,2022,R,governor,
19,University of Houston*,7/7/2022,1006,2.9,44,49,Texas,governor,2022,R,governor,
20,University of Texas*,6/24/2022,1200,2.8,39,45,Texas,governor,2022,R,governor,
21,CBS News/YouGov,6/27/2022,548,6.6,41,49,Texas,governor,2022,R,governor,
22,Quinnipiac,6/13/2022,1257,2.8,43,48,Texas,governor,2022,R,governor,
23,Dallas Morning News*,5/10/2022,1232,3.1,39,46,Texas,governor,2022,R,governor,
24,University of Texas,4/22/2022,1200,2.8,37,48,Texas,governor,2022,R,governor,
25,TXHPF/YouGov*,3/28/2022,,,42,55,Texas,governor,2022,R,governor,
26,Texas Lyceum,3/20/2022,926,3.2,40,42,Texas,governor,2022,R,governor,
27,The Hill/Emerson,2/22/2022,1000,3,45,52,Texas,governor,2022,R,governor,
28,Dallas Morning News,2/15/2022,1188,2.8,38,45,Texas,governor,2022,R,governor,
29,UT/Texas Tribune,2/7/2022,1200,2.8,37,47,Texas,governor,2022,R,governor,
30,Dallas Morning News,1/25/2022,1082,3,36,47,Texas,governor,2022,R,governor,
31,University of Houston*,1/24/2022,1400,2.2,43,48,Texas,governor,2022,R,governor,
32,Quinnipiac,12/6/2021,1224,2.8,37,52,Texas,governor,2022,R,governor,
33,Dallas Morning News,11/16/2021,1106,3.2,39,45,Texas,governor,2022,R,governor,
34,UT/Texas Tribune,10/31/2021,1200,2.8,37,46,Texas,governor,2022,R,governor,
35,Rice University/TXHPF*,10/27/2021,1402,2.6,42,43,Texas,governor,2022,R,governor,
36,Dallas Morning News,9/14/2021,1148,3.7,37,42,Texas,governor,2022,R,governor,
37,Dallas Morning News,6/29/2021,1090,3.4,33,45,Texas,governor,2022,R,governor,
0,Data for Progress (D)**,10/26/2022,1039,3,24,65,Vermont,governor,2022,R,governor,
1,WCAX-TV/UNH*,10/3/2022,765,3.5,31,48,Vermont,governor,2022,R,governor,
2,Trafalgar Group (R),9/7/2022,1072,2.9,15,68,Vermont,governor,2022,R,governor,
3,Data for Progress (D)**,,1039,3,24,65,Vermont,governor,2022,R,governor,
0,Auburn Univ.,10/28/2020,853,4.4,43,54,Alabama,senate,2020,R,senate,
1,Auburn Univ.,10/3/2020,1072,4,42,54,Alabama,senate,2020,R,senate,
2,AL Daily News/Mason-Dixon,2/6/2020,625,4,42,50,Alabama,senate,2020,R,senate,
3,Auburn Univ.,,853,4.4,43,54,Alabama,senate,2020,R,senate,
0,NY Times/Siena*,10/14/2020,423,5.7,,45,Alaska,senate,2020,NA or ongoing,senate,
1,PPP (D),7/8/2020,1081,3,,39,Alaska,senate,2020,NA or ongoing,senate,
2,NY Times/Siena*,,423,5.7,,45,Alaska,senate,2020,NA or ongoing,senate,
0,The Arkansas Poll,10/21/2020,591,3.9,,75,Arkansas,senate,2020,NA or ongoing,senate,
1,Talk Business/Hendrix College,10/13/2020,647,4.9,,63,Arkansas,senate,2020,NA or ongoing,senate,
0,U. of Colorado/YouGov,10/9/2020,800,4.6,48,40,Colorado,senate,2020,D,senate,
1,KUSA/SurveyUSA,10/6/2020,1109,3.9,48,39,Colorado,senate,2020,D,senate,
2,U. of Colorado/YouGov,,800,4.6,48,40,Colorado,senate,2020,D,senate,
0,University of Delaware*,9/27/2020,847,4,57,27,Delaware,senate,2020,D,senate,
1,PPP (D),11/2/2020,871,,48,47,Iowa,senate,2020,R,senate,
2,InsiderAdvantage*,10/30/2020,400,4.9,45,51,Iowa,senate,2020,R,senate,
3,Emerson,10/30/2020,604,3.9,48,44,Iowa,senate,2020,R,senate,
4,Des Moines Register,10/29/2020,814,3.4,42,46,Iowa,senate,2020,R,senate,
5,Quinnipiac,10/27/2020,1225,2.8,46,48,Iowa,senate,2020,R,senate,
7,PPP (D),11/2/2020,871,,48,47,Iowa,senate,2020,R,senate,
8,InsiderAdvantage*,10/30/2020,400,4.9,45,51,Iowa,senate,2020,R,senate,
12,Who-TV 13**,10/24/2020,693,4,51,45,Iowa,senate,2020,R,senate,
13,Emerson,10/21/2020,435,4.7,45,46,Iowa,senate,2020,R,senate,
14,NY Times/Siena*,10/20/2020,753,3.9,44,45,Iowa,senate,2020,R,senate,
15,InsiderAdvantage*,10/19/2020,400,4.9,48,43,Iowa,senate,2020,R,senate,
16,Monmouth*,10/19/2020,501,4.4,49,47,Iowa,senate,2020,R,senate,
17,CBS News/YouGov,10/9/2020,1035,3.5,47,43,Iowa,senate,2020,R,senate,
18,Quinnipiac,10/5/2020,1256,2.8,50,45,Iowa,senate,2020,R,senate,
19,Who-TV 13**,9/26/2020,780,4,51,39,Iowa,senate,2020,R,senate,
20,Monmouth*,9/22/2020,402,4.9,49,46,Iowa,senate,2020,R,senate,
21,NY Times/Siena*,9/21/2020,501,5,42,40,Iowa,senate,2020,R,senate,
22,Des Moines Register,9/17/2020,658,3.8,45,42,Iowa,senate,2020,R,senate,
23,Monmouth*,8/3/2020,401,4.9,47,48,Iowa,senate,2020,R,senate,
24,Des Moines Register,6/10/2020,674,3.8,46,43,Iowa,senate,2020,R,senate,
25,PPP (D),5/1/2020,1222,2.8,42,43,Iowa,senate,2020,R,senate,
0,NY Times/Siena*,10/20/2020,755,4,42,46,Kansas,senate,2020,R,senate,
1,SurveyUSA,8/9/2020,1202,3.3,44,46,Kansas,senate,2020,R,senate,
2,NY Times/Siena*,,755,4,42,46,Kansas,senate,2020,R,senate,
0,Mason-Dixon*,10/15/2020,625,4,42,51,Kentucky,senate,2020,R,senate,
1,Quinnipiac,9/14/2020,1164,2.9,41,53,Kentucky,senate,2020,R,senate,
2,Quinnipiac,8/3/2020,909,3.3,44,49,Kentucky,senate,2020,R,senate,
3,Mason-Dixon*,,625,4,42,51,Kentucky,senate,2020,R,senate,
2,Emerson*,10/31/2020,611,3.9,48,42,Maine,senate,2020,R,senate,
3,Colby College*,10/25/2020,879,3.3,47,43,Maine,senate,2020,R,senate,
4,Pan Atlantic*,10/6/2020,600,4.5,47,40,Maine,senate,2020,R,senate,
5,Bangor Daily News*,10/4/2020,466,,44,43,Maine,senate,2020,R,senate,
6,Colby College*,9/23/2020,847,3.4,45,41,Maine,senate,2020,R,senate,
7,Boston Globe/Suffolk*,9/20/2020,500,4.4,46,41,Maine,senate,2020,R,senate,
8,NY Times/Siena*,9/16/2020,663,5.1,49,44,Maine,senate,2020,R,senate,
9,Quinnipiac,9/14/2020,1183,2.9,54,42,Maine,senate,2020,R,senate,
10,Bangor Daily News,8/9/2020,500,,43,38,Maine,senate,2020,R,senate,
11,Quinnipiac,8/3/2020,807,3.5,47,43,Maine,senate,2020,R,senate,
12,Colby College,6/24/2020,888,3.9,44,39,Maine,senate,2020,R,senate,
13,PPP (D),7/3/2020,1022,3.1,46,42,Maine,senate,2020,R,senate,
14,PPP (D),3/3/2020,872,3.3,47,43,Maine,senate,2020,R,senate,
15,Colby College/Socialsphere,2/13/2020,1008,3.2,43,42,Maine,senate,2020,R,senate,
0,MassINC,10/30/2020,929,,60,29,Massachusetts,senate,2020,D,senate,
1,MassINC,,929,,60,29,Massachusetts,senate,2020,D,senate,
2,SurveyUSA,10/27/2020,649,4.6,45,42,Minnesota,senate,2020,D,senate,
3,KSTP/SurveyUSA,10/20/2020,625,5,43,42,Minnesota,senate,2020,D,senate,
4,MinnPost*,10/15/2020,1021,3.1,48,44,Minnesota,senate,2020,D,senate,
5,KSTP/SurveyUSA,10/6/2020,929,3.9,44,37,Minnesota,senate,2020,D,senate,
6,Star Tribune/Mason-Dixon,9/23/2020,800,3.5,49,41,Minnesota,senate,2020,D,senate,
7,USA Today/Suffolk*,9/24/2020,500,4.4,45,35,Minnesota,senate,2020,D,senate,
8,CBS News/YouGov,9/11/2020,1087,,47,40,Minnesota,senate,2020,D,senate,
9,NY Times/Siena,9/10/2020,814,3.9,49,40,Minnesota,senate,2020,D,senate,
10,KSTP/SurveyUSA,9/7/2020,553,5.2,47,36,Minnesota,senate,2020,D,senate,
11,PPP (D),9/4/2020,877,3.3,49,41,Minnesota,senate,2020,D,senate,
12,Emerson,8/10/2020,733,3.6,48,45,Minnesota,senate,2020,D,senate,
0,Mason-Dixon,2/28/2020,625,4,43,53,Mississippi,senate,2020,R,senate,
1,Mason-Dixon,,625,4,43,53,Mississippi,senate,2020,R,senate,
2,MSU-Billings*,10/24/2020,546,4.2,48,47,Montana,senate,2020,R,senate,
3,NY Times/Siena*,10/20/2020,758,4.4,46,49,Montana,senate,2020,R,senate,
4,NBC-MT/Strategies 360,10/20/2020,500,4.4,47,48,Montana,senate,2020,R,senate,
5,PPP (D),10/10/2020,798,3.5,48,48,Montana,senate,2020,R,senate,
6,Emerson,10/7/2020,500,4.3,43,52,Montana,senate,2020,R,senate,
7,NY Times/Siena*,9/16/2020,625,4.8,44,45,Montana,senate,2020,R,senate,
8,Emerson,8/2/2020,584,4,44,50,Montana,senate,2020,R,senate,
9,PPP (D),7/10/2020,1224,2.8,46,44,Montana,senate,2020,R,senate,
2,St. Anselm*,10/26/2020,1018,3.1,54,39,New Hampshire,senate,2020,D,senate,
3,UNH*,10/24/2020,864,3.3,54,43,New Hampshire,senate,2020,D,senate,
4,UMass Lowell,10/26/2020,757,4.5,57,38,New Hampshire,senate,2020,D,senate,
5,UNH*,10/12/2020,899,3.3,55,40,New Hampshire,senate,2020,D,senate,
6,Boston Globe/Suffolk*,10/12/2020,500,4.4,51,36,New Hampshire,senate,2020,D,senate,
7,St. Anselm*,10/4/2020,1147,2.9,53,39,New Hampshire,senate,2020,D,senate,
8,Emerson,10/1/2020,700,3.6,55,40,New Hampshire,senate,2020,D,senate,
9,UNH*,9/28/2020,972,3.1,54,41,New Hampshire,senate,2020,D,senate,
10,UMass Lowell,9/25/2020,657,4.6,56,37,New Hampshire,senate,2020,D,senate,
11,UNH*,9/1/2020,1889,2.3,54,36,New Hampshire,senate,2020,D,senate,
12,UNH,7/28/2020,1893,,54,35,New Hampshire,senate,2020,D,senate,
13,UNH,6/22/2020,932,2.8,50,37,New Hampshire,senate,2020,D,senate,
14,UNH,5/18/2020,788,3.2,50,34,New Hampshire,senate,2020,D,senate,
15,UNH,2/25/2020,576,4.1,52,28,New Hampshire,senate,2020,D,senate,
0,Rutgers-Eagleton,10/24/2020,872,4,61,31,New Jersey,senate,2020,D,senate,
1,Emerson,9/7/2020,500,4.4,52,28,New Jersey,senate,2020,D,senate,
2,Monmouth,4/19/2020,635,3.9,55,32,New Jersey,senate,2020,D,senate,
3,Rutgers-Eagleton,,872,4,61,31,New Jersey,senate,2020,D,senate,
2,Albuquerque Journal*,10/29/2020,1180,2.9,52,44,New Mexico,senate,2020,D,senate,
3,PPP (D)*,10/1/2020,886,3.3,51,41,New Mexico,senate,2020,D,senate,
4,Albuquerque Journal*,9/2/2020,1123,2.9,49,40,New Mexico,senate,2020,D,senate,
5,PPP (D),6/13/2020,740,3.6,48,34,New Mexico,senate,2020,D,senate,
0,Sooner Poll*,10/20/2020,5466,1.3,37,56,Oklahoma,senate,2020,R,senate,
1,Sooner Poll*,9/8/2020,486,,33,57,Oklahoma,senate,2020,R,senate,
2,Sooner Poll*,,5466,1.3,37,56,Oklahoma,senate,2020,R,senate,
2,East Carolina U.,10/25/2020,763,4.1,46,49,South Carolina,senate,2020,R,senate,
3,NY Times/Siena*,10/15/2020,605,4.5,40,46,South Carolina,senate,2020,R,senate,
4,Quinnipiac,9/27/2020,1123,2.9,48,48,South Carolina,senate,2020,R,senate,
5,CBS News/YouGov,9/25/2020,1065,3.8,44,45,South Carolina,senate,2020,R,senate,
6,Quinnipiac,9/14/2020,969,3.2,48,48,South Carolina,senate,2020,R,senate,
7,Quinnipiac,8/3/2020,914,3.3,44,44,South Carolina,senate,2020,R,senate,
8,Gravis,7/17/2020,604,4,41,48,South Carolina,senate,2020,R,senate,
9,NBC News/Marist,2/21/2020,2382,2.6,37,54,South Carolina,senate,2020,R,senate,
10,East Carolina U.,2/2/2020,1756,2.7,38,51,South Carolina,senate,2020,R,senate,
0,Nielson Brothers,10/28/2020,484,5.1,39,56,South Dakota,senate,2020,R,senate,
1,Nielson Brothers,,484,5.1,39,56,South Dakota,senate,2020,R,senate,
2,Roanoke College,10/29/2020,802,3.5,55,39,Virginia,senate,2020,D,senate,
3,VCU,10/22/2020,709,4.9,55,38,Virginia,senate,2020,D,senate,
4,Christopher Newport Univ.,10/27/2020,908,3.4,57,37,Virginia,senate,2020,D,senate,
5,Washington Post,10/19/2020,908,4,57,39,Virginia,senate,2020,D,senate,
6,Roanoke College,10/12/2020,602,5.4,55,38,Virginia,senate,2020,D,senate,
7,Christopher Newport Univ.,9/21/2020,796,3.3,52,39,Virginia,senate,2020,D,senate,
8,VCU,9/7/2020,693,6.2,55,38,Virginia,senate,2020,D,senate,
9,Roanoke College,8/22/2020,566,4.1,55,34,Virginia,senate,2020,D,senate,
0,University of Wyoming,10/28/2020,614,4,26,56,Wyoming,senate,2020,R,senate,
1,University of Wyoming,,614,4,26,56,Wyoming,senate,2020,R,senate,
0,Alabama Daily News*,10/29/2020,616,3.9,25,60,Alabama,governor,2020,R,governor,
1,Alabama Daily News*,,616,3.9,25,60,Alabama,governor,2020,R,governor,
0,University of Delaware*,9/27/2020,847,4,55,26,Delaware,governor,2020,D,governor,
0,SurveyUSA*,10/13/2020,527,5.2,25,55,Indiana,governor,2020,R,governor,
1,Indy Politics/Change Res. (D)*,9/7/2020,1033,3.1,30,36,Indiana,governor,2020,R,governor,
2,Indy Politics/Change Res. (D)*,4/13/2020,1021,3.1,25,45,Indiana,governor,2020,R,governor,
3,SurveyUSA*,,527,5.2,25,55,Indiana,governor,2020,R,governor,
2,Missouri Scout*,10/29/2020,1010,3,44,50,Missouri,governor,2020,R,governor,
3,Missouri Scout*,10/15/2020,1010,,43,51,Missouri,governor,2020,R,governor,
4,SLU/YouGov,10/7/2020,931,3.9,44,50,Missouri,governor,2020,R,governor,
5,Missouri Scout,10/1/2020,980,3.3,44,51,Missouri,governor,2020,R,governor,
6,Missouri Scout,9/17/2020,1046,3,43,52,Missouri,governor,2020,R,governor,
7,WeAskAmerica,9/3/2020,500,4.4,41,54,Missouri,governor,2020,R,governor,
8,Trafalgar Group (R)*,8/28/2020,1015,3,36,51,Missouri,governor,2020,R,governor,
9,Missouri Scout,8/13/2020,1112,3,43,50,Missouri,governor,2020,R,governor,
10,SLU/YouGov,7/1/2020,900,4,39,41,Missouri,governor,2020,R,governor,
11,Missouri Scout,6/11/2020,1152,2.9,41,50,Missouri,governor,2020,R,governor,
12,WeAskAmerica,5/27/2020,500,4.4,39,47,Missouri,governor,2020,R,governor,
13,Missouri Scout,4/29/2020,1356,2.6,39,52,Missouri,governor,2020,R,governor,
14,Missouri Scout,3/12/2020,1241,2.8,39,52,Missouri,governor,2020,R,governor,
2,MSU-Billings*,10/24/2020,546,4.2,45,45,Montana,governor,2020,R,governor,
3,NY Times/Siena*,10/20/2020,758,4.4,44,48,Montana,governor,2020,R,governor,
4,NBC-MT/Strategies 360*,10/20/2020,500,4.4,41,48,Montana,governor,2020,R,governor,
5,Emerson,10/7/2020,500,4.3,41,54,Montana,governor,2020,R,governor,
6,NY Times/Siena*,9/16/2020,625,4.8,39,45,Montana,governor,2020,R,governor,
7,Emerson,8/2/2020,584,4,41,50,Montana,governor,2020,R,governor,
8,PPP (D),7/10/2020,1224,2.8,42,46,Montana,governor,2020,R,governor,
2,St. Anselm*,10/26/2020,1018,3.1,35,60,New Hampshire,governor,2020,R,governor,
3,UNH*,10/24/2020,864,3.3,36,60,New Hampshire,governor,2020,R,governor,
4,UMass Lowell,10/26/2020,757,4.5,36,59,New Hampshire,governor,2020,R,governor,
5,UNH*,10/12/2020,899,3.3,37,62,New Hampshire,governor,2020,R,governor,
6,Boston Globe/Suffolk*,10/12/2020,500,4.4,31,55,New Hampshire,governor,2020,R,governor,
7,Emerson,10/1/2020,700,3.6,40,55,New Hampshire,governor,2020,R,governor,
8,UNH*,9/28/2020,972,3.1,37,55,New Hampshire,governor,2020,R,governor,
9,UMass Lowell,9/25/2020,657,4.6,34,60,New Hampshire,governor,2020,R,governor,
10,UNH*,9/1/2020,1889,2.3,33,57,New Hampshire,governor,2020,R,governor,
11,UNH,7/28/2020,1893,2.2,28,59,New Hampshire,governor,2020,R,governor,
12,UNH,6/22/2020,932,2.8,23,62,New Hampshire,governor,2020,R,governor,
13,WeAskAmerica,6/15/2020,500,4.4,20,59,New Hampshire,governor,2020,R,governor,
14,UNH,5/18/2020,788,3.2,21,61,New Hampshire,governor,2020,R,governor,
15,UNH,2/25/2020,576,4.1,27,56,New Hampshire,governor,2020,R,governor,
1,East Carolina U.,10/28/2020,1103,3.4,54,43,North Carolina,governor,2020,D,governor,
2,NBC News/Marist,10/28/2020,800,4.7,59,40,North Carolina,governor,2020,D,governor,
3,NY Times/Siena*,10/27/2020,1034,3.7,51,42,North Carolina,governor,2020,D,governor,
4,UMass Lowell,10/26/2020,911,4.2,54,42,North Carolina,governor,2020,D,governor,
5,Emerson,10/14/2020,721,3.6,50,46,North Carolina,governor,2020,D,governor,
7,East Carolina U.,10/28/2020,1103,3.4,54,43,North Carolina,governor,2020,D,governor,
8,NBC News/Marist,10/28/2020,800,4.7,59,40,North Carolina,governor,2020,D,governor,
11,East Carolina U.,10/18/2020,1155,3.4,53,44,North Carolina,governor,2020,D,governor,
13,NY Times/Siena*,10/13/2020,627,4.5,51,37,North Carolina,governor,2020,D,governor,
14,Monmouth*,10/11/2020,500,4.4,52,44,North Carolina,governor,2020,D,governor,
15,PPP (D),10/5/2020,911,3.3,52,40,North Carolina,governor,2020,D,governor,
16,East Carolina U.,10/4/2020,1232,3.2,53,40,North Carolina,governor,2020,D,governor,
17,UMass Lowell,9/25/2020,921,4.1,54,41,North Carolina,governor,2020,D,governor,
18,Civitas/Harper (R)*,9/20/2020,612,4,46,39,North Carolina,governor,2020,D,governor,
19,NY Times/Siena*,9/16/2020,653,4.3,47,42,North Carolina,governor,2020,D,governor,
20,USA Today/Suffolk*,9/14/2020,500,4.4,50,38,North Carolina,governor,2020,D,governor,
21,WRAL-TV/SurveyUSA,9/13/2020,596,5.6,49,42,North Carolina,governor,2020,D,governor,
22,CNN*,9/13/2020,787,4.4,53,44,North Carolina,governor,2020,D,governor,
23,Monmouth*,9/1/2020,401,4.9,51,42,North Carolina,governor,2020,D,governor,
24,East Carolina U.,8/30/2020,1101,3.4,50,40,North Carolina,governor,2020,D,governor,
25,East Carolina U.,8/13/2020,1255,3.2,52,38,North Carolina,governor,2020,D,governor,
26,Civitas/Harper (R)*,8/10/2020,600,4,49,39,North Carolina,governor,2020,D,governor,
27,Emerson,8/10/2020,673,3.8,50,44,North Carolina,governor,2020,D,governor,
28,NBC News/Marist,7/22/2020,882,4,58,38,North Carolina,governor,2020,D,governor,
29,PPP (D),6/23/2020,1230,2.9,50,41,North Carolina,governor,2020,D,governor,
30,East Carolina U.,6/25/2020,1149,3.4,49,38,North Carolina,governor,2020,D,governor,
31,Gravis,6/17/2020,631,3.9,46,46,North Carolina,governor,2020,D,governor,
32,NY Times/Siena,6/18/2020,653,4.1,50,39,North Carolina,governor,2020,D,governor,
33,PPP (D),6/3/2020,949,3.2,50,39,North Carolina,governor,2020,D,governor,
34,Civitas/Harper (R)*,5/28/2020,500,4.4,49,37,North Carolina,governor,2020,D,governor,
35,East Carolina U.,5/9/2020,1111,3.4,51,36,North Carolina,governor,2020,D,governor,
36,WRAL-TV/SurveyUSA,4/26/2020,580,5.4,57,30,North Carolina,governor,2020,D,governor,
37,PPP (D),4/15/2020,1318,2.8,50,36,North Carolina,governor,2020,D,governor,
38,Civitas/Harper (R)*,4/7/2020,500,4.4,50,33,North Carolina,governor,2020,D,governor,
39,East Carolina U.,2/28/2020,1288,3.2,49,41,North Carolina,governor,2020,D,governor,
40,PPP (D),6/18/2019,610,4,45,41,North Carolina,governor,2020,D,governor,
41,Emerson,6/3/2019,932,3.1,52,38,North Carolina,governor,2020,D,governor,
42,PPP (D),1/7/2019,750,3.6,47,35,North Carolina,governor,2020,D,governor,
0,Y2 Analytics,10/24/2020,660,3.8,33,58,Utah,governor,2020,R,governor,
1,Deseret/RMG Research*,10/17/2020,1000,3.1,26,50,Utah,governor,2020,R,governor,
2,Y2 Analytics,10/4/2020,1214,2.8,29,55,Utah,governor,2020,R,governor,
3,Deseret/RMG Research*,9/12/2020,1000,3.1,19,52,Utah,governor,2020,R,governor,
4,Y2 Analytics,,660,3.8,33,58,Utah,governor,2020,R,governor,
0,Vermont Public Radio*,9/15/2020,586,4,24,55,Vermont,governor,2020,R,governor,
0,KING-TV/SurveyUSA,10/12/2020,591,5.2,54,40,Washington,governor,2020,D,governor,
1,KOMO/Strategies 360,9/14/2020,501,4.4,53,37,Washington,governor,2020,D,governor,
2,KING-TV/SurveyUSA,,591,5.2,54,40,Washington,governor,2020,D,governor,
2,WMOV*,10/20/2020,544,4.2,35,53,West Virginia,governor,2020,R,governor,
3,MetroNews*,10/6/2020,450,4.6,34,53,West Virginia,governor,2020,R,governor,
4,WMOV*,9/30/2020,525,4.3,37,48,West Virginia,governor,2020,R,governor,
1,Economist/YouGov,11/2/2020,1363,3.3,53,43,national,national,2020,D,national,0
2,IBD/TIPP*,11/2/2020,1212,3.2,50,46,national,national,2020,D,national,1
3,Reuters/Ipsos,11/2/2020,914,3.7,52,45,national,national,2020,D,national,2
4,CNBC/Change Research (D),11/1/2020,1880,2.3,52,42,national,national,2020,D,national,3
5,Rasmussen Reports,11/1/2020,1500,2.5,48,47,national,national,2020,D,national,4
6,Quinnipiac,11/1/2020,1516,2.5,50,39,national,national,2020,D,national,5
7,JTN/RMG Research*,10/31/2020,1200,2.8,51,44,national,national,2020,D,national,6
8,NBC News/Wall St. Jrnl,10/31/2020,1000,3.4,52,42,national,national,2020,D,national,7
9,SurveyUSA,10/31/2020,1265,3.2,52,44,national,national,2020,D,national,8
10,FOX News,10/29/2020,1246,2.5,52,44,national,national,2020,D,national,9
11,Harvard-Harris,10/28/2020,,,54,46,national,national,2020,D,national,10
12,The Hill/HarrisX,10/28/2020,2359,2,49,45,national,national,2020,D,national,11
13,Emerson,10/26/2020,1121,2.8,50,45,national,national,2020,D,national,12
15,Economist/YouGov,11/2/2020,1363,3.3,53,43,national,national,2020,D,national,13
28,Economist/YouGov,10/27/2020,1365,3.2,54,43,national,national,2020,D,national,14
29,Reuters/Ipsos,10/27/2020,825,3.9,52,42,national,national,2020,D,national,15
30,USA Today/Suffolk,10/27/2020,1000,3.1,52,44,national,national,2020,D,national,16
31,CNN,10/26/2020,886,3.8,54,42,national,national,2020,D,national,17
32,USC Dornsife,11/2/2020,5423,,54,43,national,national,2020,D,national,18
33,JTN/RMG Research*,10/24/2020,1842,2.8,51,44,national,national,2020,D,national,19
34,CNBC,10/24/2020,800,3.5,51,40,national,national,2020,D,national,20
35,Economist/YouGov,10/20/2020,1344,3.2,52,43,national,national,2020,D,national,21
36,Reuters/Ipsos,10/20/2020,949,3.6,51,42,national,national,2020,D,national,22
37,Quinnipiac,10/19/2020,1426,2.6,51,41,national,national,2020,D,national,23
38,Rasmussen Reports,10/20/2020,2500,2,49,46,national,national,2020,D,national,24
39,CNBC/Change Research (D)*,10/18/2020,2711,1.9,52,42,national,national,2020,D,national,25
40,SurveyUSA,10/19/2020,1136,3.6,53,43,national,national,2020,D,national,26
41,NY Times/Siena*,10/18/2020,987,3.4,50,41,national,national,2020,D,national,27
42,JTN/RMG Research*,10/17/2020,1265,2.8,51,43,national,national,2020,D,national,28
43,The Hill/HarrisX,10/15/2020,1897,2.3,46,42,national,national,2020,D,national,29
44,Economist/YouGov,10/13/2020,1333,4.3,52,42,national,national,2020,D,national,30
45,The Hill/HarrisX,10/13/2020,2855,1.8,47,40,national,national,2020,D,national,31
46,Reuters/Ipsos,10/13/2020,882,3.8,51,41,national,national,2020,D,national,32
47,IBD/TIPP,10/15/2020,951,3.2,49,43,national,national,2020,D,national,33
48,NBC News/Wall St. Jrnl,10/12/2020,1000,3.1,53,42,national,national,2020,D,national,34
49,NPR/PBS/Marist,10/13/2020,819,3.9,54,43,national,national,2020,D,national,35
50,Rasmussen Reports,10/13/2020,2500,2,50,45,national,national,2020,D,national,36
51,JTN/RMG Research*,10/10/2020,1240,2.8,51,43,national,national,2020,D,national,37
52,ABC News/Wash Post,10/9/2020,725,4,55,43,national,national,2020,D,national,38
53,Economist/YouGov,10/6/2020,1364,4.8,51,42,national,national,2020,D,national,39
54,The Hill/HarrisX,10/6/2020,2841,1.8,45,40,national,national,2020,D,national,40
55,FOX News,10/6/2020,1012,3,53,43,national,national,2020,D,national,41
56,Reuters/Ipsos,10/6/2020,882,3.8,52,40,national,national,2020,D,national,42
57,CNBC/Change Research (D)*,10/4/2020,2167,2.1,52,42,national,national,2020,D,national,43
58,Rasmussen Reports,10/6/2020,2500,2,52,40,national,national,2020,D,national,44
59,SurveyUSA,10/4/2020,1114,3.6,53,43,national,national,2020,D,national,45
60,CNN,10/4/2020,1001,3.6,57,41,national,national,2020,D,national,46
61,JTN/RMG Research*,10/3/2020,763,3.5,51,43,national,national,2020,D,national,47
62,The Hill/HarrisX,10/1/2020,928,3.2,47,40,national,national,2020,D,national,48
63,NBC News/Wall St. Jrnl,10/1/2020,800,3.5,53,39,national,national,2020,D,national,49
64,IBD/TIPP,10/1/2020,1030,3.5,49,46,national,national,2020,D,national,50
65,CNBC/Change Research (D),9/30/2020,925,3.2,54,41,national,national,2020,D,national,51
66,Economist/YouGov,9/30/2020,1350,4,50,42,national,national,2020,D,national,52
67,Reuters/Ipsos,9/29/2020,864,3.8,51,42,national,national,2020,D,national,53
68,Rasmussen Reports,9/29/2020,3000,2,51,43,national,national,2020,D,national,54
69,Monmouth*,9/27/2020,809,3.5,50,45,national,national,2020,D,national,55
70,JTN/RMG Research*,9/26/2020,752,3.6,51,45,national,national,2020,D,national,56
71,The Hill/HarrisX,9/25/2020,2768,1.9,45,40,national,national,2020,D,national,57
72,NY Times/Siena,9/24/2020,950,3.5,49,41,national,national,2020,D,national,58
73,Harvard-Harris,9/24/2020,,,47,45,national,national,2020,D,national,59
74,Emerson,9/23/2020,1000,3,48,44,national,national,2020,D,national,60
75,ABC News/Wash Post,9/24/2020,739,4,54,44,national,national,2020,D,national,61
76,Economist/YouGov,9/22/2020,1124,3.6,49,42,national,national,2020,D,national,62
