index,pollster,date,sampleSize,marginError,dvalue,rvalue,state,type,year,winner,Type,level_0
1,St. Anselm*,6/29/2024,1700.0,2.3,42.0,44.0,New Hampshire,president,2024,ongoing,president,0.0
2,UNH,5/20/2024,1140.0,2.9,52.0,48.0,New Hampshire,president,2024,ongoing,president,1.0
3,Marist,1/17/2024,1019.0,4.0,52.0,45.0,New Hampshire,president,2024,ongoing,president,2.0
8,WHDH-TV/Emerson,11/13/2023,917.0,3.3,47.0,42.0,New Hampshire,president,2024,ongoing,president,3.0
9,CNN/UNH,9/18/2023,2018.0,2.2,52.0,40.0,New Hampshire,president,2024,ongoing,president,4.0
10,Emerson,8/11/2023,837.0,3.4,48.0,41.0,New Hampshire,president,2024,ongoing,president,5.0
11,St. Anselm,6/23/2023,1065.0,3.0,49.0,40.0,New Hampshire,president,2024,ongoing,president,6.0
12,Emerson,3/5/2023,1025.0,3.0,42.0,38.0,New Hampshire,president,2024,ongoing,president,7.0
13,Emerson,11/1/2022,850.0,3.3,45.0,41.0,New Hampshire,president,2024,ongoing,president,8.0
14,UMass Lowell,10/25/2022,600.0,5.1,49.0,43.0,New Hampshire,president,2024,ongoing,president,9.0
15,WHDH-TV/Emerson,10/19/2022,727.0,3.6,44.0,43.0,New Hampshire,president,2024,ongoing,president,10.0
16,WHDH-TV/Emerson,9/15/2022,800.0,3.4,46.0,43.0,New Hampshire,president,2024,ongoing,president,11.0
17,UNH,6/20/2022,845.0,3.4,50.0,43.0,New Hampshire,president,2024,ongoing,president,12.0
18,Trafalgar Group (R),12/12/2021,1041.0,3.0,46.0,48.0,New Hampshire,president,2024,ongoing,president,13.0
0,The Hill/Emerson,3/29/2024,1000.0,3.0,46.0,39.0,New Jersey,president,2024,ongoing,president,0.0
0,PPP (D),6/14/2024,555.0,4.2,48.0,41.0,New Mexico,president,2024,ongoing,president,0.0
1,PPP (D),8/24/2024,767.0,3.5,49.0,41.0,New Mexico,president,2024,ongoing,president,1.0
2,The Hill/Emerson,10/28/2024,1000.0,3.0,48.0,38.0,New Mexico,president,2024,ongoing,president,2.0
3,The Hill/Emerson,9/11/2024,1000.0,3.0,47.0,41.0,New Mexico,president,2024,ongoing,president,3.0
1,Siena,6/13/2024,805.0,4.1,47.0,39.0,New York,president,2024,ongoing,president,0.0
2,The Hill/Emerson,5/29/2024,1000.0,3.0,48.0,41.0,New York,president,2024,ongoing,president,1.0
6,Siena,5/15/2024,1191.0,3.9,47.0,38.0,New York,president,2024,ongoing,president,2.0
7,Siena,4/17/2024,806.0,4.1,47.0,37.0,New York,president,2024,ongoing,president,3.0
8,Siena,2/14/2024,806.0,4.2,48.0,36.0,New York,president,2024,ongoing,president,4.0
9,Siena,1/17/2024,807.0,4.5,46.0,37.0,New York,president,2024,ongoing,president,5.0
10,Siena,11/15/2023,803.0,4.6,46.0,36.0,New York,president,2024,ongoing,president,6.0
11,Siena,10/19/2023,1225.0,3.4,46.0,37.0,New York,president,2024,ongoing,president,7.0
12,Siena,9/13/2023,804.0,4.3,52.0,31.0,New York,president,2024,ongoing,president,8.0
13,Siena,8/16/2023,803.0,4.4,47.0,34.0,New York,president,2024,ongoing,president,9.0
14,Siena,6/25/2023,817.0,3.9,50.0,28.0,New York,president,2024,ongoing,president,10.0
15,The Hill/Emerson,10/31/2022,1000.0,3.0,52.0,37.0,New York,president,2024,ongoing,president,11.0
16,The Hill/Emerson,10/24/2022,1000.0,3.0,47.0,40.0,New York,president,2024,ongoing,president,12.0
17,The Hill/Emerson,9/6/2022,1000.0,3.0,53.0,38.0,New York,president,2024,ongoing,president,13.0
18,WNYT-TV/SurveyUSA,8/21/2022,1046.0,3.8,49.0,29.0,New York,president,2024,ongoing,president,14.0
1,Emerson,7/16/2024,1000.0,3.0,41.0,48.0,North Carolina,president,2024,ongoing,president,0.0
2,The Times/SAY*,7/12/2024,1000.0,3.7,40.0,44.0,North Carolina,president,2024,ongoing,president,1.0
3,Bloomberg/MrnConsult,7/5/2024,696.0,4.0,43.0,46.0,North Carolina,president,2024,ongoing,president,2.0
4,East Carolina U.,6/3/2024,1332.0,3.1,43.0,48.0,North Carolina,president,2024,ongoing,president,3.0
5,AmGreatness/NSOR,6/2/2024,600.0,4.0,41.0,49.0,North Carolina,president,2024,ongoing,president,4.0
12,Bloomberg/MrnConsult,5/13/2024,704.0,4.0,42.0,49.0,North Carolina,president,2024,ongoing,president,5.0
13,Cook Political Report,5/13/2024,601.0,4.0,41.0,48.0,North Carolina,president,2024,ongoing,president,6.0
14,High Point University,5/9/2024,804.0,3.1,42.0,44.0,North Carolina,president,2024,ongoing,president,7.0
15,The Hill/Emerson,4/29/2024,1000.0,3.0,42.0,47.0,North Carolina,president,2024,ongoing,president,8.0
16,Mason-Dixon,4/13/2024,635.0,4.0,43.0,49.0,North Carolina,president,2024,ongoing,president,9.0
17,Bloomberg/MrnConsult,4/13/2024,703.0,4.0,41.0,51.0,North Carolina,president,2024,ongoing,president,10.0
18,Quinnipiac,4/8/2024,1401.0,2.6,46.0,48.0,North Carolina,president,2024,ongoing,president,11.0
19,High Point University,3/30/2024,829.0,3.7,42.0,45.0,North Carolina,president,2024,ongoing,president,12.0
20,Wall Street Journal,3/24/2024,600.0,4.0,43.0,49.0,North Carolina,president,2024,ongoing,president,13.0
21,Marist,3/14/2024,1197.0,3.6,48.0,51.0,North Carolina,president,2024,ongoing,president,14.0
22,Bloomberg/MrnConsult,3/12/2024,699.0,4.0,43.0,49.0,North Carolina,president,2024,ongoing,president,15.0
23,WRAL-TV/SurveyUSA,3/9/2024,598.0,4.9,45.0,50.0,North Carolina,president,2024,ongoing,president,16.0
24,Bloomberg/MrnConsult,2/20/2024,704.0,5.0,41.0,50.0,North Carolina,president,2024,ongoing,president,17.0
25,The Hill/Emerson,2/16/2024,1000.0,3.0,44.0,47.0,North Carolina,president,2024,ongoing,president,18.0
26,FOX News,2/12/2024,1099.0,3.0,45.0,50.0,North Carolina,president,2024,ongoing,president,19.0
27,Bloomberg/MrnConsult,1/21/2024,706.0,4.0,39.0,49.0,North Carolina,president,2024,ongoing,president,20.0
28,Bloomberg/MrnConsult,12/6/2023,704.0,4.0,40.0,49.0,North Carolina,president,2024,ongoing,president,21.0
29,Bloomberg/MrnConsult,11/7/2023,702.0,,39.0,48.0,North Carolina,president,2024,ongoing,president,22.0
30,Bloomberg/MrnConsult,10/15/2023,702.0,,43.0,47.0,North Carolina,president,2024,ongoing,president,23.0
31,Civitas/Cygnal (R),3/27/2023,605.0,4.0,45.0,43.0,North Carolina,president,2024,ongoing,president,24.0
32,The Hill/Emerson,10/29/2022,1000.0,3.0,40.0,51.0,North Carolina,president,2024,ongoing,president,25.0
33,WRAL-TV/SurveyUSA,10/2/2022,918.0,3.9,45.0,43.0,North Carolina,president,2024,ongoing,president,26.0
34,The Hill/Emerson,9/16/2022,1000.0,3.0,42.0,47.0,North Carolina,president,2024,ongoing,president,27.0
35,East Carolina U.,9/10/2022,1020.0,3.6,45.0,46.0,North Carolina,president,2024,ongoing,president,28.0
36,East Carolina U.,5/20/2022,635.0,4.5,37.0,46.0,North Carolina,president,2024,ongoing,president,29.0
0,Emerson,10/4/2023,419.0,4.8,17.0,54.0,North Dakota,president,2024,ongoing,president,0.0
1,Remington Research (R)*,7/1/2024,611.0,4.0,41.0,51.0,Ohio,president,2024,ongoing,president,0.0
2,ONU/SurveyUSA,3/11/2024,1241.0,3.3,38.0,50.0,Ohio,president,2024,ongoing,president,1.0
3,The Hill/Emerson,3/10/2024,1300.0,2.6,45.0,55.0,Ohio,president,2024,ongoing,president,2.0
8,Emerson,1/25/2024,1844.0,2.3,36.0,47.0,Ohio,president,2024,ongoing,president,3.0
9,WJW-TV/Emerson,11/13/2023,1000.0,3.0,38.0,50.0,Ohio,president,2024,ongoing,president,4.0
10,Data for Progress (D)**,11/2/2023,597.0,4.0,43.0,51.0,Ohio,president,2024,ongoing,president,5.0
11,Emerson,10/4/2023,438.0,4.5,33.0,45.0,Ohio,president,2024,ongoing,president,6.0
12,USA Today/Suffolk*,7/12/2023,500.0,4.4,38.0,44.0,Ohio,president,2024,ongoing,president,7.0
0,Emerson,10/3/2023,447.0,4.6,27.0,55.0,Oklahoma,president,2024,ongoing,president,0.0
1,Emerson,10/28/2023,1000.0,3.0,30.0,59.0,Oklahoma,president,2024,ongoing,president,1.0
0,Emerson,11/1/2023,975.0,3.1,51.0,35.0,Oregon,president,2024,ongoing,president,0.0
1,Emerson,10/1/2023,796.0,3.4,50.0,41.0,Oregon,president,2024,ongoing,president,1.0
1,InsiderAdvantage,7/16/2024,800.0,3.5,45.0,49.0,Pennsylvania,president,2024,ongoing,president,0.0
2,Emerson,7/16/2024,1000.0,3.0,43.0,48.0,Pennsylvania,president,2024,ongoing,president,1.0
3,NY Times/Siena,7/12/2024,872.0,,45.0,48.0,Pennsylvania,president,2024,ongoing,president,2.0
4,The Times/SAY*,7/12/2024,1000.0,3.4,40.0,43.0,Pennsylvania,president,2024,ongoing,president,3.0
5,Bloomberg/MrnConsult,7/5/2024,794.0,3.0,44.0,51.0,Pennsylvania,president,2024,ongoing,president,4.0
6,Remington Research (R)*,7/1/2024,637.0,4.0,43.0,48.0,Pennsylvania,president,2024,ongoing,president,5.0
14,Emerson,7/2/2024,1000.0,3.0,43.0,48.0,Pennsylvania,president,2024,ongoing,president,6.0
15,Cygnal (R),6/28/2024,800.0,3.5,44.0,48.0,Pennsylvania,president,2024,ongoing,president,7.0
16,The Hill/Emerson,6/18/2024,1000.0,3.0,45.0,47.0,Pennsylvania,president,2024,ongoing,president,8.0
17,Bloomberg/MrnConsult,5/13/2024,812.0,3.0,46.0,48.0,Pennsylvania,president,2024,ongoing,president,9.0
18,Cook Political Report,5/13/2024,730.0,3.6,45.0,48.0,Pennsylvania,president,2024,ongoing,president,10.0
19,NY Times/Siena,5/9/2024,1023.0,3.6,45.0,48.0,Pennsylvania,president,2024,ongoing,president,11.0
20,Fabrizio/Anzalone,4/30/2024,1398.0,4.0,45.0,49.0,Pennsylvania,president,2024,ongoing,president,12.0
21,The Hill/Emerson,4/29/2024,1000.0,3.0,45.0,47.0,Pennsylvania,president,2024,ongoing,president,13.0
22,CBS News,4/25/2024,1306.0,3.1,49.0,50.0,Pennsylvania,president,2024,ongoing,president,14.0
23,Muhlenberg College,4/25/2024,417.0,6.0,41.0,44.0,Pennsylvania,president,2024,ongoing,president,15.0
24,FOX News,4/16/2024,1141.0,3.0,48.0,48.0,Pennsylvania,president,2024,ongoing,president,16.0
25,Bloomberg/MrnConsult,4/13/2024,803.0,3.0,46.0,47.0,Pennsylvania,president,2024,ongoing,president,17.0
26,Franklin &amp; Marshall,3/31/2024,431.0,5.7,48.0,38.0,Pennsylvania,president,2024,ongoing,president,18.0
27,Wall Street Journal,3/24/2024,600.0,4.0,44.0,47.0,Pennsylvania,president,2024,ongoing,president,19.0
28,CNN,3/18/2024,1132.0,3.8,46.0,46.0,Pennsylvania,president,2024,ongoing,president,20.0
29,Bloomberg/MrnConsult,3/12/2024,807.0,3.0,45.0,45.0,Pennsylvania,president,2024,ongoing,president,21.0
30,The Hill/Emerson,3/13/2024,1000.0,3.0,43.0,47.0,Pennsylvania,president,2024,ongoing,president,22.0
31,FOX News,3/11/2024,1149.0,3.0,47.0,49.0,Pennsylvania,president,2024,ongoing,president,23.0
32,Susquehanna,3/5/2024,450.0,4.6,50.0,45.0,Pennsylvania,president,2024,ongoing,president,24.0
33,Bloomberg/MrnConsult,2/20/2024,803.0,3.0,43.0,49.0,Pennsylvania,president,2024,ongoing,president,25.0
34,The Hill/Emerson,2/16/2024,1000.0,3.0,43.0,45.0,Pennsylvania,president,2024,ongoing,president,26.0
35,Franklin &amp; Marshall,1/28/2024,507.0,5.0,43.0,42.0,Pennsylvania,president,2024,ongoing,president,27.0
36,Bloomberg/MrnConsult,1/21/2024,795.0,3.0,45.0,48.0,Pennsylvania,president,2024,ongoing,president,28.0
37,Susquehanna,1/21/2024,745.0,3.7,47.0,39.0,Pennsylvania,president,2024,ongoing,president,29.0
38,Quinnipiac,1/8/2024,1680.0,2.4,49.0,46.0,Pennsylvania,president,2024,ongoing,president,30.0
39,Muhlenberg College,12/13/2023,421.0,6.0,42.0,41.0,Pennsylvania,president,2024,ongoing,president,31.0
40,Bloomberg/MrnConsult,12/6/2023,799.0,3.0,44.0,46.0,Pennsylvania,president,2024,ongoing,president,32.0
41,Bloomberg/MrnConsult,11/7/2023,805.0,,44.0,47.0,Pennsylvania,president,2024,ongoing,president,33.0
42,Emerson,11/4/2023,816.0,3.0,45.0,49.0,Pennsylvania,president,2024,ongoing,president,34.0
43,NY Times/Siena,11/3/2023,600.0,4.4,44.0,48.0,Pennsylvania,president,2024,ongoing,president,35.0
44,Franklin &amp; Marshall,10/22/2023,873.0,4.1,44.0,42.0,Pennsylvania,president,2024,ongoing,president,36.0
45,Bloomberg/MrnConsult,10/15/2023,807.0,,45.0,46.0,Pennsylvania,president,2024,ongoing,president,37.0
46,Emerson,10/4/2023,430.0,4.7,36.0,45.0,Pennsylvania,president,2024,ongoing,president,38.0
47,Quinnipiac,10/2/2023,1725.0,2.4,45.0,47.0,Pennsylvania,president,2024,ongoing,president,39.0
48,Susquehanna,9/28/2023,700.0,3.7,47.0,45.0,Pennsylvania,president,2024,ongoing,president,40.0
49,Franklin &amp; Marshall,8/20/2023,723.0,4.5,42.0,40.0,Pennsylvania,president,2024,ongoing,president,41.0
50,Quinnipiac,6/26/2023,1584.0,2.5,46.0,47.0,Pennsylvania,president,2024,ongoing,president,42.0
51,POS (R)**,4/13/2023,500.0,4.4,46.0,42.0,Pennsylvania,president,2024,ongoing,president,43.0
52,Franklin &amp; Marshall,4/7/2023,643.0,4.9,36.0,35.0,Pennsylvania,president,2024,ongoing,president,44.0
53,Susquehanna,2/26/2023,800.0,3.2,48.0,41.0,Pennsylvania,president,2024,ongoing,president,45.0
54,The Hill/Emerson,10/31/2022,1000.0,3.0,44.0,44.0,Pennsylvania,president,2024,ongoing,president,46.0
55,Rasmussen Reports,10/20/2022,972.0,3.0,41.0,47.0,Pennsylvania,president,2024,ongoing,president,47.0
56,The Hill/Emerson,9/26/2022,1000.0,3.0,45.0,46.0,Pennsylvania,president,2024,ongoing,president,48.0
57,Emerson,8/23/2022,1034.0,3.0,42.0,47.0,Pennsylvania,president,2024,ongoing,president,49.0
0,UNH,5/20/2024,538.0,4.2,60.0,40.0,Rhode Island,president,2024,ongoing,president,0.0
1,WPRI/Roger Williams,10/2/2024,402.0,4.9,49.0,32.0,Rhode Island,president,2024,ongoing,president,1.0
1,The Hill/Emerson,2/16/2024,1000.0,3.0,37.0,51.0,South Carolina,president,2024,ongoing,president,0.0
2,The Citadel,2/11/2024,1000.0,4.1,35.0,54.0,South Carolina,president,2024,ongoing,president,1.0
3,Winthrop,2/10/2024,1717.0,2.4,35.0,50.0,South Carolina,president,2024,ongoing,president,2.0
0,Emerson,10/4/2023,410.0,4.8,22.0,55.0,Tennessee,president,2024,ongoing,president,0.0
1,Vanderbilt University,4/23/2023,1003.0,3.6,26.0,42.0,Tennessee,president,2024,ongoing,president,1.0
1,Remington Research (R)*,7/1/2024,589.0,4.0,39.0,49.0,Texas,president,2024,ongoing,president,0.0
2,University of Houston*,7/1/2024,1484.0,2.5,40.0,49.0,Texas,president,2024,ongoing,president,1.0
3,University of Texas,6/9/2024,1200.0,2.8,39.0,46.0,Texas,president,2024,ongoing,president,2.0
4,Cygnal (R),4/6/2024,1000.0,2.9,42.0,51.0,Texas,president,2024,ongoing,president,3.0
5,Marist,3/21/2024,1117.0,3.8,44.0,55.0,Texas,president,2024,ongoing,president,4.0
10,University of Texas,4/22/2024,1200.0,2.8,40.0,48.0,Texas,president,2024,ongoing,president,5.0
13,University of Texas,2/12/2024,1200.0,2.8,41.0,48.0,Texas,president,2024,ongoing,president,6.0
14,University of Houston,1/24/2024,1145.0,2.5,40.0,49.0,Texas,president,2024,ongoing,president,7.0
15,Emerson,1/15/2024,1315.0,2.6,41.0,49.0,Texas,president,2024,ongoing,president,8.0
16,University of Texas,10/17/2023,1200.0,2.8,37.0,45.0,Texas,president,2024,ongoing,president,9.0
17,The Hill/Emerson,10/19/2023,1000.0,3.0,40.0,47.0,Texas,president,2024,ongoing,president,10.0
18,The Hill/Emerson,9/22/2023,1000.0,3.0,40.0,49.0,Texas,president,2024,ongoing,president,11.0
0,Deseret News/Hinckley Inst.,6/7/2024,857.0,3.4,25.0,57.0,Utah,president,2024,ongoing,president,0.0
1,Deseret News/Hinckley Inst.*,1/21/2024,801.0,3.0,33.0,43.0,Utah,president,2024,ongoing,president,1.0
2,Emerson,10/28/2023,825.0,3.3,34.0,47.0,Utah,president,2024,ongoing,president,2.0
1,Emerson,7/15/2024,1000.0,3.0,43.0,45.0,Virginia,president,2024,ongoing,president,0.0
2,VCU,7/3/2024,809.0,4.8,36.0,39.0,Virginia,president,2024,ongoing,president,1.0
3,NY Times/Siena,7/12/2024,661.0,4.4,48.0,45.0,Virginia,president,2024,ongoing,president,2.0
4,FOX News,6/4/2024,1107.0,3.0,48.0,48.0,Virginia,president,2024,ongoing,president,3.0
5,Roanoke College,5/21/2024,711.0,4.2,42.0,42.0,Virginia,president,2024,ongoing,president,4.0
12,Roanoke College,2/19/2024,703.0,4.6,47.0,43.0,Virginia,president,2024,ongoing,president,5.0
13,VCU,1/13/2024,812.0,5.5,43.0,40.0,Virginia,president,2024,ongoing,president,6.0
14,Richmond Times-Dispatch,12/19/2023,625.0,4.0,49.0,43.0,Virginia,president,2024,ongoing,president,7.0
15,Roanoke College,11/20/2023,686.0,4.3,48.0,44.0,Virginia,president,2024,ongoing,president,8.0
16,Roanoke College,8/15/2023,702.0,4.2,51.0,42.0,Virginia,president,2024,ongoing,president,9.0
17,VCU,7/25/2023,804.0,5.5,43.0,40.0,Virginia,president,2024,ongoing,president,10.0
18,Roanoke College,5/23/2023,678.0,4.4,54.0,38.0,Virginia,president,2024,ongoing,president,11.0
19,Roanoke College,2/21/2023,590.0,4.2,47.0,46.0,Virginia,president,2024,ongoing,president,12.0
0,Cascade PBS/Elway,5/16/2024,403.0,5.0,42.0,34.0,Washington,president,2024,ongoing,president,0.0
1,Cascade PBS/Elway,11/3/2024,403.0,5.0,39.0,29.0,Washington,president,2024,ongoing,president,1.0
2,Emerson,10/1/2024,782.0,3.4,49.0,39.0,Washington,president,2024,ongoing,president,2.0
0,Emerson,10/4/2023,539.0,4.2,23.0,59.0,West Virginia,president,2024,ongoing,president,0.0
1,Trafalgar Group (R)*,7/17/2024,1087.0,2.9,43.0,46.0,Wisconsin,president,2024,ongoing,president,0.0
2,Emerson,7/16/2024,1000.0,3.0,43.0,48.0,Wisconsin,president,2024,ongoing,president,1.0
3,The Times/SAY*,7/12/2024,900.0,4.1,38.0,43.0,Wisconsin,president,2024,ongoing,president,2.0
4,AmGreatness/NSOR,7/10/2024,600.0,4.0,44.0,46.0,Wisconsin,president,2024,ongoing,president,3.0
5,Bloomberg/MrnConsult,7/5/2024,695.0,4.0,47.0,44.0,Wisconsin,president,2024,ongoing,president,4.0
6,Fabrizio/Anzalone,7/2/2024,600.0,4.0,45.0,50.0,Wisconsin,president,2024,ongoing,president,5.0
13,Emerson,7/2/2024,1000.0,3.0,44.0,47.0,Wisconsin,president,2024,ongoing,president,6.0
15,Remington Research (R)*,7/1/2024,539.0,4.0,43.0,49.0,Wisconsin,president,2024,ongoing,president,7.0
16,Marquette,6/20/2024,871.0,4.6,50.0,50.0,Wisconsin,president,2024,ongoing,president,8.0
17,The Hill/Emerson,6/18/2024,1000.0,3.0,44.0,47.0,Wisconsin,president,2024,ongoing,president,9.0
18,Bloomberg/MrnConsult,5/13/2024,693.0,4.0,46.0,47.0,Wisconsin,president,2024,ongoing,president,10.0
19,Cook Political Report,5/13/2024,503.0,4.4,45.0,45.0,Wisconsin,president,2024,ongoing,president,11.0
20,Quinnipiac,5/6/2024,1457.0,2.6,50.0,44.0,Wisconsin,president,2024,ongoing,president,12.0
21,NY Times/Siena,5/9/2024,614.0,4.5,46.0,47.0,Wisconsin,president,2024,ongoing,president,13.0
22,The Hill/Emerson,4/29/2024,1000.0,3.0,45.0,47.0,Wisconsin,president,2024,ongoing,president,14.0
23,CBS News,4/25/2024,1245.0,3.2,49.0,50.0,Wisconsin,president,2024,ongoing,president,15.0
24,FOX News,4/16/2024,1198.0,3.0,48.0,48.0,Wisconsin,president,2024,ongoing,president,16.0
25,Bloomberg/MrnConsult,4/13/2024,803.0,3.0,44.0,48.0,Wisconsin,president,2024,ongoing,president,17.0
26,Marquette,4/10/2024,814.0,4.8,49.0,51.0,Wisconsin,president,2024,ongoing,president,18.0
27,Wall Street Journal,3/24/2024,600.0,4.0,46.0,46.0,Wisconsin,president,2024,ongoing,president,19.0
28,The Hill/Emerson,3/18/2024,1000.0,3.0,43.0,46.0,Wisconsin,president,2024,ongoing,president,20.0
29,Bloomberg/MrnConsult,3/14/2024,697.0,4.0,46.0,45.0,Wisconsin,president,2024,ongoing,president,21.0
30,Bloomberg/MrnConsult,2/20/2024,702.0,4.0,42.0,46.0,Wisconsin,president,2024,ongoing,president,22.0
31,The Hill/Emerson,2/24/2024,1000.0,3.0,42.0,45.0,Wisconsin,president,2024,ongoing,president,23.0
32,FOX News,1/30/2024,1172.0,3.0,47.0,47.0,Wisconsin,president,2024,ongoing,president,24.0
33,Marquette,1/31/2024,930.0,4.2,49.0,49.0,Wisconsin,president,2024,ongoing,president,25.0
34,Bloomberg/MrnConsult,1/21/2024,697.0,4.0,44.0,49.0,Wisconsin,president,2024,ongoing,president,26.0
35,Bloomberg/MrnConsult,12/6/2023,681.0,4.0,41.0,45.0,Wisconsin,president,2024,ongoing,president,27.0
36,Bloomberg/MrnConsult,11/7/2023,675.0,,46.0,47.0,Wisconsin,president,2024,ongoing,president,28.0
37,Emerson,11/4/2023,819.0,3.0,45.0,45.0,Wisconsin,president,2024,ongoing,president,29.0
38,Marquette,11/2/2023,908.0,4.5,50.0,48.0,Wisconsin,president,2024,ongoing,president,30.0
39,NY Times/Siena,11/3/2023,603.0,4.6,47.0,45.0,Wisconsin,president,2024,ongoing,president,31.0
40,Bloomberg/MrnConsult,10/15/2023,700.0,,44.0,46.0,Wisconsin,president,2024,ongoing,president,32.0
41,Emerson,10/4/2023,532.0,4.2,40.0,42.0,Wisconsin,president,2024,ongoing,president,33.0
42,Marquette,6/13/2023,913.0,4.3,52.0,43.0,Wisconsin,president,2024,ongoing,president,34.0
43,The Hill/Emerson,10/29/2022,1000.0,3.0,44.0,43.0,Wisconsin,president,2024,ongoing,president,35.0
44,Emerson,9/18/2022,860.0,3.3,45.0,44.0,Wisconsin,president,2024,ongoing,president,36.0
0,Emerson,10/4/2023,478.0,4.5,15.0,68.0,Wyoming,president,2024,ongoing,president,0.0
1,Economist/YouGov,8/6/2024,1413.0,3.0,45.0,44.0,general,general,2024,ongoing,general,
2,NPR/PBS/Marist,8/4/2024,1513.0,3.4,47.0,45.0,general,general,2024,ongoing,general,
3,CNBC,8/4/2024,1001.0,3.1,44.0,47.0,general,general,2024,ongoing,general,
4,Marquette,8/1/2024,879.0,4.1,52.0,48.0,general,general,2024,ongoing,general,
5,Harvard-Harris,7/28/2024,2196.0,2.1,48.0,52.0,general,general,2024,ongoing,general,
6,Wall Street Journal,7/25/2024,1000.0,3.1,46.0,48.0,general,general,2024,ongoing,general,
7,Forbes/HarrisX,7/25/2024,3013.0,1.8,41.0,41.0,general,general,2024,ongoing,general,
8,Yahoo News,7/22/2024,1173.0,,45.0,42.0,general,general,2024,ongoing,general,
9,Emerson,7/16/2024,2000.0,2.1,44.0,44.0,general,general,2024,ongoing,general,
10,NBC News,7/9/2024,800.0,3.5,47.0,46.0,general,general,2024,ongoing,general,
15,Economist/YouGov,7/30/2024,1434.0,3.1,46.0,44.0,general,general,2024,ongoing,general,
20,Economist/YouGov,7/23/2024,1435.0,3.1,46.0,44.0,general,general,2024,ongoing,general,
22,Forbes/HarrisX,7/21/2024,2753.0,1.9,39.0,44.0,general,general,2024,ongoing,general,
24,Economist/YouGov,7/16/2024,1404.0,3.0,45.0,44.0,general,general,2024,ongoing,general,
25,Forbes/HarrisX,7/15/2024,1918.0,2.2,41.0,42.0,general,general,2024,ongoing,general,
26,NPR/PBS/Marist,7/10/2024,1174.0,3.3,46.0,44.0,general,general,2024,ongoing,general,
28,Economist/YouGov,7/9/2024,1443.0,3.1,46.0,44.0,general,general,2024,ongoing,general,
29,Emerson,7/8/2024,1370.0,2.6,44.0,43.0,general,general,2024,ongoing,general,
30,Economist/YouGov,7/2/2024,1392.0,3.1,44.0,44.0,general,general,2024,ongoing,general,
31,Wall Street Journal,7/2/2024,1500.0,2.5,43.0,46.0,general,general,2024,ongoing,general,
32,Newsnation,7/1/2024,1000.0,,44.0,44.0,general,general,2024,ongoing,general,
33,CNN,6/30/2024,1045.0,3.7,45.0,47.0,general,general,2024,ongoing,general,
34,USA Today/Suffolk,6/30/2024,1000.0,3.0,45.0,47.0,general,general,2024,ongoing,general,
35,Economist/YouGov,6/25/2024,1406.0,3.0,44.0,43.0,general,general,2024,ongoing,general,
36,Economist/YouGov,6/18/2024,1396.0,3.1,45.0,44.0,general,general,2024,ongoing,general,
37,Economist/YouGov,6/11/2024,1399.0,3.0,44.0,44.0,general,general,2024,ongoing,general,
38,Monmouth,6/10/2024,1034.0,,45.0,48.0,general,general,2024,ongoing,general,
39,Yahoo News,6/6/2024,1243.0,,45.0,43.0,general,general,2024,ongoing,general,
40,Emerson,6/5/2024,1000.0,3.0,43.0,45.0,general,general,2024,ongoing,general,
41,Economist/YouGov,6/4/2024,1566.0,3.0,45.0,44.0,general,general,2024,ongoing,general,
42,Newsnation,5/29/2024,1000.0,,43.0,45.0,general,general,2024,ongoing,general,
43,Economist/YouGov,5/28/2024,1547.0,2.9,44.0,42.0,general,general,2024,ongoing,general,
44,Emerson,5/23/2024,1000.0,2.9,44.0,45.0,general,general,2024,ongoing,general,
45,NPR/PBS/Marist,5/23/2024,1122.0,3.7,45.0,45.0,general,general,2024,ongoing,general,
46,Economist/YouGov,5/21/2024,1560.0,2.8,46.0,42.0,general,general,2024,ongoing,general,
47,Rasmussen Reports,5/19/2024,1092.0,,42.0,47.0,general,general,2024,ongoing,general,
48,Economist/YouGov,5/14/2024,1586.0,,45.0,42.0,general,general,2024,ongoing,general,
49,Yahoo News,5/13/2024,1203.0,,45.0,41.0,general,general,2024,ongoing,general,
50,Marquette,5/15/2024,811.0,4.6,50.0,50.0,general,general,2024,ongoing,general,
51,Economist/YouGov,5/7/2024,1598.0,2.8,44.0,42.0,general,general,2024,ongoing,general,
52,Economist/YouGov,4/30/2024,1479.0,2.9,44.0,41.0,general,general,2024,ongoing,general,
53,Economist/YouGov,4/23/2024,1470.0,3.2,44.0,42.0,general,general,2024,ongoing,general,
54,Emerson,4/17/2024,1308.0,2.6,45.0,45.0,general,general,2024,ongoing,general,
55,Economist/YouGov,4/16/2024,1358.0,3.1,43.0,43.0,general,general,2024,ongoing,general,
56,NBC News,4/16/2024,1000.0,3.0,46.0,47.0,general,general,2024,ongoing,general,
57,Yahoo News,4/15/2024,1170.0,,45.0,42.0,general,general,2024,ongoing,general,
58,Economist/YouGov,4/9/2024,1583.0,2.9,43.0,43.0,general,general,2024,ongoing,general,
59,Emerson,4/3/2024,1438.0,2.5,46.0,45.0,general,general,2024,ongoing,general,
60,Economist/YouGov,4/2/2024,1604.0,3.1,44.0,41.0,general,general,2024,ongoing,general,
61,Data for Progress (D)**,3/29/2024,1200.0,3.0,46.0,44.0,general,general,2024,ongoing,general,
62,Economist/YouGov,3/26/2024,1415.0,3.4,44.0,42.0,general,general,2024,ongoing,general,
